file_name,file_path,file_type,size,album,artist,title,year,genre,duration,track,bitrate
周杰伦 - 最后的战役.wma,./Music/Jay Chou/八度空间/周杰伦 - 最后的战役.wma,.wma,2035889,八度空间,周杰伦,最后的战役,2005,,251.0,5,64.024
周杰伦 - 爱情悬崖.mp3,./Music/Jay Chou/八度空间/周杰伦 - 爱情悬崖.mp3,.mp3,6297600,¸­´f¬ü,ÖÜ½ÜÂ×,·R±¡Äa±V,2003,Pop,262.4057512730683,9,192.0
周杰伦 - 爷爷泡的茶.mp3,./Music/Jay Chou/八度空间/周杰伦 - 爷爷泡的茶.mp3,.mp3,3819520,°Ë¶È¿Õ¼ä,ÖÜ½ÜÂ×,Ò¯Ò¯ÅÝµÄ²è,2002,Pop,238.64120123875304,7,128.0
周杰伦 - 龙拳.wma,./Music/Jay Chou/八度空间/周杰伦 - 龙拳.wma,.wma,2204569,八度空间,周杰伦,龙拳,2002,,272.0,4,64.024
周杰伦 - 一路向北.mp3,./Music/Jay Chou/十一月的肖邦/周杰伦 - 一路向北.mp3,.mp3,4761606,Ê®Ò»ÔÂµÄÏô°î,ÖÜ½ÜÂ×,Ò»Â·Ïò±±,,,295.8802512675726,,128.0
周杰伦 - 发如雪.wma,./Music/Jay Chou/十一月的肖邦/周杰伦 - 发如雪.wma,.wma,3655347,十一月的萧邦,周杰伦,发如雪,,,301.719,,96.024
周杰伦 - 夜曲.mp3,./Music/Jay Chou/十一月的肖邦/周杰伦 - 夜曲.mp3,.mp3,1787904,Ê®Ò»ÔÂµÄÏô°î,ÖÜ½ÜÂ×,Ò¹Çú,2005£­11£­1,Pop,223.27294600136705,1,64.0
周杰伦 - 枫.mp3,./Music/Jay Chou/十一月的肖邦/周杰伦 - 枫.mp3,.mp3,11082357,Ê®Ò»ÔÂµÄÏô°î,ÖÜ½ÜÂ×,·ã,,R&B,277.2940245523497,6,320.0
周杰伦 - 浪漫手机.mp3,./Music/Jay Chou/十一月的肖邦/周杰伦 - 浪漫手机.mp3,.mp3,5758976,Ê®Ò»ÔÂµÄÏô°î,ÖÜ½ÜÂ×,ÀËÂþÊÖC,2005,Pop,240.03820814632905,7,192.0
周杰伦 - 珊瑚海.mp3,./Music/Jay Chou/十一月的肖邦/周杰伦 - 珊瑚海.mp3,.mp3,4109418,KÇé¸è 5,ÈºÐÇ,Éºº÷º£,,Other,256.79530846821484,,128.0
以父之名_周杰伦_Initial J (日本版).mp3,./Music/Jay Chou/叶惠美/以父之名_周杰伦_Initial J (日本版).mp3,.mp3,5486582,Initial J (日本版),周杰伦,以父之名,2005,Pop,342.4198920947689,6,128.0
周杰伦 - 三年二班.mp3,./Music/Jay Chou/叶惠美/周杰伦 - 三年二班.mp3,.mp3,11218203,叶惠美,周杰伦,三年二班,,,280.50443759353254,,320.0
周杰伦 - 东风破.mp3,./Music/Jay Chou/叶惠美/周杰伦 - 东风破.mp3,.mp3,8835521,Ò¶»ÝÃÀ,ÖÜ½ÜÂ×,¶«·çÆÆ,,,315.488573772413,,224.0
周杰伦 - 以父之名.mp3,./Music/Jay Chou/叶惠美/周杰伦 - 以父之名.mp3,.mp3,8212480,Ò¶»ÝÃÀ,ÖÜ½ÜÂ×,¥H¤÷¤§¦W,2003,Pop,342.20137269968615,1,192.0
周杰伦 - 你听得到.mp3,./Music/Jay Chou/叶惠美/周杰伦 - 你听得到.mp3,.mp3,5948005,Ò¶»ÝÃÀ,ÖÜ½ÜÂ×,ÄãÌýµÄµ½,2003,Pop,251.11617996348986,6,189.70034843205576
周杰伦 - 同一种调调.mp3,./Music/Jay Chou/叶惠美/周杰伦 - 同一种调调.mp3,.mp3,3802206,叶惠美,周杰伦,同一种调调,2003-07-31,,231.29796699915005,,128.0
周杰伦 - 她的睫毛.mp3,./Music/Jay Chou/叶惠美/周杰伦 - 她的睫毛.mp3,.mp3,3832715,叶惠美,周杰伦,她的睫毛,2003-07-31,,233.20563105088854,,128.0
周杰伦 - 彩虹.wma,./Music/Jay Chou/我很忙/周杰伦 - 彩虹.wma,.wma,3175011,我很忙,周杰伦,彩虹,,,261.906,,96.024
周杰伦 - 无双.mp3,./Music/Jay Chou/我很忙/周杰伦 - 无双.mp3,.mp3,3739648,ÎÒºÜÃ¦,ÖÜ½ÜÂ×,ÎÞË«,2007,Other,233.69381698107676,6,128.0
周杰伦 - 牛仔很忙.mp3,./Music/Jay Chou/我很忙/周杰伦 - 牛仔很忙.mp3,.mp3,4660527,ÎÒºÜÃ¦,ÖÜ½ÜÂ×,Å£×ÐºÜÃ¦,,,166.3758204840591,,224.0
周杰伦 - 甜甜的.mp3,./Music/Jay Chou/我很忙/周杰伦 - 甜甜的.mp3,.mp3,3903488,ÎÒºÜÃ¦,ÖÜ½ÜÂ×,ÌðÌðµÄ,2007,Other,244.0162483758463,9,128.0
周杰伦 - 距离 (我不配).Wma,./Music/Jay Chou/我很忙/周杰伦 - 距离 (我不配).Wma,.Wma,2363894,我很忙,周杰伦,我不配,我爱音乐网 [www.520music.com],更多音乐请访问520music.com,289.0,7,64.024
周杰伦 - 阳光宅男.mp3,./Music/Jay Chou/我很忙/周杰伦 - 阳光宅男.mp3,.mp3,3567836,ÎÒºÜÃ¦,ÖÜ½ÜÂ×,04.Ñô¹âÕ¬ÄÐ_JayFan.Com,2007,Pop,222.44951391416288,4,128.16724738675958
周杰伦 - 青花瓷.Wma,./Music/Jay Chou/我很忙/周杰伦 - 青花瓷.Wma,.Wma,1942555,我很忙,周杰伦,青花瓷,,,239.351,,64.024
AlbumArtSmall.jpg,./Music/Jay Chou/范特西/AlbumArtSmall.jpg,.jpg,2696,,,AlbumArtSmall,,,,,
AlbumArt_{DC038414-F66A-49A4-B0C5-0ABBC642E0F7}_Large.jpg,./Music/Jay Chou/范特西/AlbumArt_{DC038414-F66A-49A4-B0C5-0ABBC642E0F7}_Large.jpg,.jpg,7765,Large,{DC038414-F66A-49A4-B0C5-0ABBC642E0F7},AlbumArt,,,,,
AlbumArt_{DC038414-F66A-49A4-B0C5-0ABBC642E0F7}_Small.jpg,./Music/Jay Chou/范特西/AlbumArt_{DC038414-F66A-49A4-B0C5-0ABBC642E0F7}_Small.jpg,.jpg,2696,Small,{DC038414-F66A-49A4-B0C5-0ABBC642E0F7},AlbumArt,,,,,
desktop.ini,./Music/Jay Chou/范特西/desktop.ini,.ini,334,,,desktop,,,,,
Folder.jpg,./Music/Jay Chou/范特西/Folder.jpg,.jpg,7765,,,Folder,,,,,
周杰伦 - 上海一九四三.mp3,./Music/Jay Chou/范特西/周杰伦 - 上海一九四三.mp3,.mp3,3139300,·¶ÌØÎ÷,ÖÜ½ÜÂ×,ÉÏº£Ò»¾ÅËÄÈý,2001,Pop,195.98564296949033,6,128.0
周杰伦 - 可爱女人.mp3,./Music/Jay Chou/范特西/周杰伦 - 可爱女人.mp3,.mp3,1914200,,周杰伦,可爱女人,,,239.55988807795413,,64.0
周杰伦 - 对不起.mp3,./Music/Jay Chou/范特西/周杰伦 - 对不起.mp3,.mp3,4509696,·¶ÌØÎ÷,ÖÜ½ÜÂ×,07.¶Ô²»Æð,2001,Pop,225.4579366815639,7,160.0
周杰伦 - 开不了口.mp3,./Music/Jay Chou/范特西/周杰伦 - 开不了口.mp3,.mp3,9722175,·¶ÌØÎ÷,ÖÜ½ÜÂ×,¿ª²»ÁË¿Ú_ÖÜ½ÜÂ× - joe,2000,joe590[www.needpop.com ÖÁÛÒô·Õ¯],285.0220408163265,,272.7953521675374
周杰伦 - 忍者.mp3,./Music/Jay Chou/范特西/周杰伦 - 忍者.mp3,.mp3,6372034,·¶ÌØÎ÷,ÖÜ½ÜÂ×,ÈÌÕß,2005,Pop,159.24065846901658,3,320.0
周杰伦 - 爱在西元前.mp3,./Music/Jay Chou/范特西/周杰伦 - 爱在西元前.mp3,.mp3,3749888,·¶ÌØÎ÷,ÖÜ½ÜÂ×,01.°®ÔÚÎ÷ÔªÇ°,2001,Pop,234.38145387403407,1,128.0
周杰伦 - 简单爱.mp3,./Music/Jay Chou/范特西/周杰伦 - 简单爱.mp3,.mp3,4335744,·¶ÌØÎ÷,ÖÜ½ÜÂ×,¼òµ¥°®,2001,Å_³Á÷ÐÐÒô·,271.01909516319694,3,128.0
周杰伦 - 轨迹.mp3,./Music/Jay Chou/范特西/周杰伦 - 轨迹.mp3,.mp3,9155887,Ñ°ÕÒÖÜ½ÜÂ×,ÖÜ½ÜÂ×,¹ì¼£,,Á÷ÐÐÒô·,326.9306635861892,3,224.0
AlbumArtSmall.jpg,./Music/Jay Chou/魔杰座/AlbumArtSmall.jpg,.jpg,8343,,,AlbumArtSmall,,,,,
Folder.jpg,./Music/Jay Chou/魔杰座/Folder.jpg,.jpg,32288,,,Folder,,,,,
周杰伦 - 兰亭序.Wma,./Music/Jay Chou/魔杰座/周杰伦 - 兰亭序.Wma,.Wma,2072805,魔杰座 (内地版),周杰伦,07.兰亭序,我爱音乐网 [www.520music.com],更多音乐请访问520music.com,254.118,7,64.024
周杰伦 - 时光机.Wma,./Music/Jay Chou/魔杰座/周杰伦 - 时光机.Wma,.Wma,2541429,魔杰座 (内地版),周杰伦,09.时光机,我爱音乐网 [www.520music.com],更多音乐请访问520music.com,312.136,9,64.024
周杰伦 - 稻香.mp3,./Music/Jay Chou/魔杰座/周杰伦 - 稻香.mp3,.mp3,3580989,Ä§½Ü×ù,ÖÜ½ÜÂ×,µ¾Ïã,,,223.74008913910393,,128.0
周杰伦 - 给我一首歌的时间.Wma,./Music/Jay Chou/魔杰座/周杰伦 - 给我一首歌的时间.Wma,.Wma,2069811,魔杰座 (内地版),周杰伦,02.给我一首歌的时间,我爱音乐网 [www.520music.com],更多音乐请访问520music.com,253.72699999999998,2,64.024
周杰伦 - 花海.Wma,./Music/Jay Chou/魔杰座/周杰伦 - 花海.Wma,.Wma,2156915,魔杰座 (内地版),周杰伦,04.花海,我爱音乐网 [www.520music.com],更多音乐请访问520music.com,264.75,4,64.024
周杰伦 - 蛇舞.Wma,./Music/Jay Chou/魔杰座/周杰伦 - 蛇舞.Wma,.Wma,1432951,魔杰座 (内地版),周杰伦,03.蛇舞,我爱音乐网 [www.520music.com],更多音乐请访问520music.com,174.915,3,64.024
周杰伦 - 说好的幸福呢.Wma,./Music/Jay Chou/魔杰座/周杰伦 - 说好的幸福呢.Wma,.Wma,2093839,魔杰座 (内地版),周杰伦,06.说好的幸福呢,我爱音乐网 [www.520music.com],更多音乐请访问520music.com,256.888,6,64.024
周杰伦 - 龙战骑士.Wma,./Music/Jay Chou/魔杰座/周杰伦 - 龙战骑士.Wma,.Wma,2210991,魔杰座 (内地版),周杰伦,01.龙战骑士,我爱音乐网 [www.520music.com],更多音乐请访问520music.com,271.255,1,64.024
AlbumArtSmall.jpg,./Music/MUSIC/AlbumArtSmall.jpg,.jpg,7204,,,AlbumArtSmall,,,,,
AlbumArt_{00585963-185C-4A86-AB00-ED1F502882C2}_Large.jpg,./Music/MUSIC/AlbumArt_{00585963-185C-4A86-AB00-ED1F502882C2}_Large.jpg,.jpg,5646,Large,{00585963-185C-4A86-AB00-ED1F502882C2},AlbumArt,,,,,
AlbumArt_{00585963-185C-4A86-AB00-ED1F502882C2}_Small.jpg,./Music/MUSIC/AlbumArt_{00585963-185C-4A86-AB00-ED1F502882C2}_Small.jpg,.jpg,2177,Small,{00585963-185C-4A86-AB00-ED1F502882C2},AlbumArt,,,,,
AlbumArt_{08C14723-96D4-4A02-A4F5-902544FB230C}_Large.jpg,./Music/MUSIC/AlbumArt_{08C14723-96D4-4A02-A4F5-902544FB230C}_Large.jpg,.jpg,45373,Large,{08C14723-96D4-4A02-A4F5-902544FB230C},AlbumArt,,,,,
AlbumArt_{08C14723-96D4-4A02-A4F5-902544FB230C}_Small.jpg,./Music/MUSIC/AlbumArt_{08C14723-96D4-4A02-A4F5-902544FB230C}_Small.jpg,.jpg,9693,Small,{08C14723-96D4-4A02-A4F5-902544FB230C},AlbumArt,,,,,
AlbumArt_{17B5BB1D-8B76-4F6B-9D74-F3FAFA3C5AEC}_Large.jpg,./Music/MUSIC/AlbumArt_{17B5BB1D-8B76-4F6B-9D74-F3FAFA3C5AEC}_Large.jpg,.jpg,15683,Large,{17B5BB1D-8B76-4F6B-9D74-F3FAFA3C5AEC},AlbumArt,,,,,
AlbumArt_{17B5BB1D-8B76-4F6B-9D74-F3FAFA3C5AEC}_Small.jpg,./Music/MUSIC/AlbumArt_{17B5BB1D-8B76-4F6B-9D74-F3FAFA3C5AEC}_Small.jpg,.jpg,3881,Small,{17B5BB1D-8B76-4F6B-9D74-F3FAFA3C5AEC},AlbumArt,,,,,
AlbumArt_{1DCE1B40-42B4-4BD6-8C3C-A7F4B7F1C73E}_Large.jpg,./Music/MUSIC/AlbumArt_{1DCE1B40-42B4-4BD6-8C3C-A7F4B7F1C73E}_Large.jpg,.jpg,29695,Large,{1DCE1B40-42B4-4BD6-8C3C-A7F4B7F1C73E},AlbumArt,,,,,
AlbumArt_{1DCE1B40-42B4-4BD6-8C3C-A7F4B7F1C73E}_Small.jpg,./Music/MUSIC/AlbumArt_{1DCE1B40-42B4-4BD6-8C3C-A7F4B7F1C73E}_Small.jpg,.jpg,7821,Small,{1DCE1B40-42B4-4BD6-8C3C-A7F4B7F1C73E},AlbumArt,,,,,
AlbumArt_{2F4AD097-8288-4FF3-BB63-B08D9A76063D}_Large.jpg,./Music/MUSIC/AlbumArt_{2F4AD097-8288-4FF3-BB63-B08D9A76063D}_Large.jpg,.jpg,13751,Large,{2F4AD097-8288-4FF3-BB63-B08D9A76063D},AlbumArt,,,,,
AlbumArt_{2F4AD097-8288-4FF3-BB63-B08D9A76063D}_Small.jpg,./Music/MUSIC/AlbumArt_{2F4AD097-8288-4FF3-BB63-B08D9A76063D}_Small.jpg,.jpg,3196,Small,{2F4AD097-8288-4FF3-BB63-B08D9A76063D},AlbumArt,,,,,
AlbumArt_{2F6C0212-4DE0-4239-8DAA-C79C26DD4C7E}_Large.jpg,./Music/MUSIC/AlbumArt_{2F6C0212-4DE0-4239-8DAA-C79C26DD4C7E}_Large.jpg,.jpg,33370,Large,{2F6C0212-4DE0-4239-8DAA-C79C26DD4C7E},AlbumArt,,,,,
AlbumArt_{2F6C0212-4DE0-4239-8DAA-C79C26DD4C7E}_Small.jpg,./Music/MUSIC/AlbumArt_{2F6C0212-4DE0-4239-8DAA-C79C26DD4C7E}_Small.jpg,.jpg,8306,Small,{2F6C0212-4DE0-4239-8DAA-C79C26DD4C7E},AlbumArt,,,,,
AlbumArt_{305E46B0-0008-45C6-9DBE-F7FF0A95AB14}_Large.jpg,./Music/MUSIC/AlbumArt_{305E46B0-0008-45C6-9DBE-F7FF0A95AB14}_Large.jpg,.jpg,36559,Large,{305E46B0-0008-45C6-9DBE-F7FF0A95AB14},AlbumArt,,,,,
AlbumArt_{305E46B0-0008-45C6-9DBE-F7FF0A95AB14}_Small.jpg,./Music/MUSIC/AlbumArt_{305E46B0-0008-45C6-9DBE-F7FF0A95AB14}_Small.jpg,.jpg,9378,Small,{305E46B0-0008-45C6-9DBE-F7FF0A95AB14},AlbumArt,,,,,
AlbumArt_{37BA4BD4-787F-41AC-AA1E-D134B436780E}_Large.jpg,./Music/MUSIC/AlbumArt_{37BA4BD4-787F-41AC-AA1E-D134B436780E}_Large.jpg,.jpg,6416,Large,{37BA4BD4-787F-41AC-AA1E-D134B436780E},AlbumArt,,,,,
AlbumArt_{37BA4BD4-787F-41AC-AA1E-D134B436780E}_Small.jpg,./Music/MUSIC/AlbumArt_{37BA4BD4-787F-41AC-AA1E-D134B436780E}_Small.jpg,.jpg,2061,Small,{37BA4BD4-787F-41AC-AA1E-D134B436780E},AlbumArt,,,,,
AlbumArt_{3F48EF7E-C659-42FE-9AE5-A414D5EE79D7}_Large.jpg,./Music/MUSIC/AlbumArt_{3F48EF7E-C659-42FE-9AE5-A414D5EE79D7}_Large.jpg,.jpg,8011,Large,{3F48EF7E-C659-42FE-9AE5-A414D5EE79D7},AlbumArt,,,,,
AlbumArt_{3F48EF7E-C659-42FE-9AE5-A414D5EE79D7}_Small.jpg,./Music/MUSIC/AlbumArt_{3F48EF7E-C659-42FE-9AE5-A414D5EE79D7}_Small.jpg,.jpg,2300,Small,{3F48EF7E-C659-42FE-9AE5-A414D5EE79D7},AlbumArt,,,,,
AlbumArt_{520A5281-A4A2-4A67-BC98-B6CC55218B75}_Large.jpg,./Music/MUSIC/AlbumArt_{520A5281-A4A2-4A67-BC98-B6CC55218B75}_Large.jpg,.jpg,25657,Large,{520A5281-A4A2-4A67-BC98-B6CC55218B75},AlbumArt,,,,,
AlbumArt_{520A5281-A4A2-4A67-BC98-B6CC55218B75}_Small.jpg,./Music/MUSIC/AlbumArt_{520A5281-A4A2-4A67-BC98-B6CC55218B75}_Small.jpg,.jpg,6729,Small,{520A5281-A4A2-4A67-BC98-B6CC55218B75},AlbumArt,,,,,
AlbumArt_{57EFAA53-F6DE-46DC-A2CF-C7119AA92B3A}_Large.jpg,./Music/MUSIC/AlbumArt_{57EFAA53-F6DE-46DC-A2CF-C7119AA92B3A}_Large.jpg,.jpg,29621,Large,{57EFAA53-F6DE-46DC-A2CF-C7119AA92B3A},AlbumArt,,,,,
AlbumArt_{57EFAA53-F6DE-46DC-A2CF-C7119AA92B3A}_Small.jpg,./Music/MUSIC/AlbumArt_{57EFAA53-F6DE-46DC-A2CF-C7119AA92B3A}_Small.jpg,.jpg,7067,Small,{57EFAA53-F6DE-46DC-A2CF-C7119AA92B3A},AlbumArt,,,,,
AlbumArt_{589FCE35-A8A5-4683-A0E3-E01FA4071054}_Large.jpg,./Music/MUSIC/AlbumArt_{589FCE35-A8A5-4683-A0E3-E01FA4071054}_Large.jpg,.jpg,13602,Large,{589FCE35-A8A5-4683-A0E3-E01FA4071054},AlbumArt,,,,,
AlbumArt_{589FCE35-A8A5-4683-A0E3-E01FA4071054}_Small.jpg,./Music/MUSIC/AlbumArt_{589FCE35-A8A5-4683-A0E3-E01FA4071054}_Small.jpg,.jpg,2892,Small,{589FCE35-A8A5-4683-A0E3-E01FA4071054},AlbumArt,,,,,
AlbumArt_{6BB89875-688B-4BDA-8F6C-D81DE97E3401}_Large.jpg,./Music/MUSIC/AlbumArt_{6BB89875-688B-4BDA-8F6C-D81DE97E3401}_Large.jpg,.jpg,8696,Large,{6BB89875-688B-4BDA-8F6C-D81DE97E3401},AlbumArt,,,,,
AlbumArt_{6BB89875-688B-4BDA-8F6C-D81DE97E3401}_Small.jpg,./Music/MUSIC/AlbumArt_{6BB89875-688B-4BDA-8F6C-D81DE97E3401}_Small.jpg,.jpg,2577,Small,{6BB89875-688B-4BDA-8F6C-D81DE97E3401},AlbumArt,,,,,
AlbumArt_{74FAFE0D-BE5B-41EF-9487-4EA4730AB6A6}_Large.jpg,./Music/MUSIC/AlbumArt_{74FAFE0D-BE5B-41EF-9487-4EA4730AB6A6}_Large.jpg,.jpg,6218,Large,{74FAFE0D-BE5B-41EF-9487-4EA4730AB6A6},AlbumArt,,,,,
AlbumArt_{74FAFE0D-BE5B-41EF-9487-4EA4730AB6A6}_Small.jpg,./Music/MUSIC/AlbumArt_{74FAFE0D-BE5B-41EF-9487-4EA4730AB6A6}_Small.jpg,.jpg,1828,Small,{74FAFE0D-BE5B-41EF-9487-4EA4730AB6A6},AlbumArt,,,,,
AlbumArt_{79942F71-666B-43E0-97EB-4DB9B691E316}_Large.jpg,./Music/MUSIC/AlbumArt_{79942F71-666B-43E0-97EB-4DB9B691E316}_Large.jpg,.jpg,12402,Large,{79942F71-666B-43E0-97EB-4DB9B691E316},AlbumArt,,,,,
AlbumArt_{79942F71-666B-43E0-97EB-4DB9B691E316}_Small.jpg,./Music/MUSIC/AlbumArt_{79942F71-666B-43E0-97EB-4DB9B691E316}_Small.jpg,.jpg,3388,Small,{79942F71-666B-43E0-97EB-4DB9B691E316},AlbumArt,,,,,
AlbumArt_{8E37EFFC-7A3D-46C5-838E-EE5FCB102D90}_Large.jpg,./Music/MUSIC/AlbumArt_{8E37EFFC-7A3D-46C5-838E-EE5FCB102D90}_Large.jpg,.jpg,27620,Large,{8E37EFFC-7A3D-46C5-838E-EE5FCB102D90},AlbumArt,,,,,
AlbumArt_{8E37EFFC-7A3D-46C5-838E-EE5FCB102D90}_Small.jpg,./Music/MUSIC/AlbumArt_{8E37EFFC-7A3D-46C5-838E-EE5FCB102D90}_Small.jpg,.jpg,8126,Small,{8E37EFFC-7A3D-46C5-838E-EE5FCB102D90},AlbumArt,,,,,
AlbumArt_{8F708174-C4D1-4412-8800-E8077BE234D8}_Large.jpg,./Music/MUSIC/AlbumArt_{8F708174-C4D1-4412-8800-E8077BE234D8}_Large.jpg,.jpg,6577,Large,{8F708174-C4D1-4412-8800-E8077BE234D8},AlbumArt,,,,,
AlbumArt_{8F708174-C4D1-4412-8800-E8077BE234D8}_Small.jpg,./Music/MUSIC/AlbumArt_{8F708174-C4D1-4412-8800-E8077BE234D8}_Small.jpg,.jpg,2458,Small,{8F708174-C4D1-4412-8800-E8077BE234D8},AlbumArt,,,,,
AlbumArt_{956F00EC-B77F-4C5F-873E-8803BC971DED}_Large.jpg,./Music/MUSIC/AlbumArt_{956F00EC-B77F-4C5F-873E-8803BC971DED}_Large.jpg,.jpg,12698,Large,{956F00EC-B77F-4C5F-873E-8803BC971DED},AlbumArt,,,,,
AlbumArt_{956F00EC-B77F-4C5F-873E-8803BC971DED}_Small.jpg,./Music/MUSIC/AlbumArt_{956F00EC-B77F-4C5F-873E-8803BC971DED}_Small.jpg,.jpg,3194,Small,{956F00EC-B77F-4C5F-873E-8803BC971DED},AlbumArt,,,,,
AlbumArt_{A26635F2-5F72-48DE-A4BE-3F66836AED7D}_Large.jpg,./Music/MUSIC/AlbumArt_{A26635F2-5F72-48DE-A4BE-3F66836AED7D}_Large.jpg,.jpg,6516,Large,{A26635F2-5F72-48DE-A4BE-3F66836AED7D},AlbumArt,,,,,
AlbumArt_{A26635F2-5F72-48DE-A4BE-3F66836AED7D}_Small.jpg,./Music/MUSIC/AlbumArt_{A26635F2-5F72-48DE-A4BE-3F66836AED7D}_Small.jpg,.jpg,2317,Small,{A26635F2-5F72-48DE-A4BE-3F66836AED7D},AlbumArt,,,,,
AlbumArt_{A2BCB8EB-D5C1-4DFE-83DA-7A536AFBAC92}_Large.jpg,./Music/MUSIC/AlbumArt_{A2BCB8EB-D5C1-4DFE-83DA-7A536AFBAC92}_Large.jpg,.jpg,32288,Large,{A2BCB8EB-D5C1-4DFE-83DA-7A536AFBAC92},AlbumArt,,,,,
AlbumArt_{A2BCB8EB-D5C1-4DFE-83DA-7A536AFBAC92}_Small.jpg,./Music/MUSIC/AlbumArt_{A2BCB8EB-D5C1-4DFE-83DA-7A536AFBAC92}_Small.jpg,.jpg,8343,Small,{A2BCB8EB-D5C1-4DFE-83DA-7A536AFBAC92},AlbumArt,,,,,
AlbumArt_{A84C6F0E-9A0B-4049-A87C-61E9AE3EB42F}_Large.jpg,./Music/MUSIC/AlbumArt_{A84C6F0E-9A0B-4049-A87C-61E9AE3EB42F}_Large.jpg,.jpg,12415,Large,{A84C6F0E-9A0B-4049-A87C-61E9AE3EB42F},AlbumArt,,,,,
AlbumArt_{A84C6F0E-9A0B-4049-A87C-61E9AE3EB42F}_Small.jpg,./Music/MUSIC/AlbumArt_{A84C6F0E-9A0B-4049-A87C-61E9AE3EB42F}_Small.jpg,.jpg,2336,Small,{A84C6F0E-9A0B-4049-A87C-61E9AE3EB42F},AlbumArt,,,,,
AlbumArt_{ABA37885-DA89-40C9-9A2B-114DA93C8326}_Large.jpg,./Music/MUSIC/AlbumArt_{ABA37885-DA89-40C9-9A2B-114DA93C8326}_Large.jpg,.jpg,6365,Large,{ABA37885-DA89-40C9-9A2B-114DA93C8326},AlbumArt,,,,,
AlbumArt_{ABA37885-DA89-40C9-9A2B-114DA93C8326}_Small.jpg,./Music/MUSIC/AlbumArt_{ABA37885-DA89-40C9-9A2B-114DA93C8326}_Small.jpg,.jpg,1884,Small,{ABA37885-DA89-40C9-9A2B-114DA93C8326},AlbumArt,,,,,
AlbumArt_{B14A64CA-5BC6-47FA-A3ED-79E87AA8F18A}_Large.jpg,./Music/MUSIC/AlbumArt_{B14A64CA-5BC6-47FA-A3ED-79E87AA8F18A}_Large.jpg,.jpg,6739,Large,{B14A64CA-5BC6-47FA-A3ED-79E87AA8F18A},AlbumArt,,,,,
AlbumArt_{B14A64CA-5BC6-47FA-A3ED-79E87AA8F18A}_Small.jpg,./Music/MUSIC/AlbumArt_{B14A64CA-5BC6-47FA-A3ED-79E87AA8F18A}_Small.jpg,.jpg,2035,Small,{B14A64CA-5BC6-47FA-A3ED-79E87AA8F18A},AlbumArt,,,,,
AlbumArt_{B3164C81-043D-4B7E-9D59-033D3181267D}_Large.jpg,./Music/MUSIC/AlbumArt_{B3164C81-043D-4B7E-9D59-033D3181267D}_Large.jpg,.jpg,37142,Large,{B3164C81-043D-4B7E-9D59-033D3181267D},AlbumArt,,,,,
AlbumArt_{B3164C81-043D-4B7E-9D59-033D3181267D}_Small.jpg,./Music/MUSIC/AlbumArt_{B3164C81-043D-4B7E-9D59-033D3181267D}_Small.jpg,.jpg,8373,Small,{B3164C81-043D-4B7E-9D59-033D3181267D},AlbumArt,,,,,
AlbumArt_{B412ABCA-7C8C-465C-94BD-14F6111D0D4E}_Large.jpg,./Music/MUSIC/AlbumArt_{B412ABCA-7C8C-465C-94BD-14F6111D0D4E}_Large.jpg,.jpg,36855,Large,{B412ABCA-7C8C-465C-94BD-14F6111D0D4E},AlbumArt,,,,,
AlbumArt_{B412ABCA-7C8C-465C-94BD-14F6111D0D4E}_Small.jpg,./Music/MUSIC/AlbumArt_{B412ABCA-7C8C-465C-94BD-14F6111D0D4E}_Small.jpg,.jpg,8959,Small,{B412ABCA-7C8C-465C-94BD-14F6111D0D4E},AlbumArt,,,,,
AlbumArt_{D06FF6A4-5FDC-4975-8FA3-75E9504AFC0A}_Large.jpg,./Music/MUSIC/AlbumArt_{D06FF6A4-5FDC-4975-8FA3-75E9504AFC0A}_Large.jpg,.jpg,11951,Large,{D06FF6A4-5FDC-4975-8FA3-75E9504AFC0A},AlbumArt,,,,,
AlbumArt_{D06FF6A4-5FDC-4975-8FA3-75E9504AFC0A}_Small.jpg,./Music/MUSIC/AlbumArt_{D06FF6A4-5FDC-4975-8FA3-75E9504AFC0A}_Small.jpg,.jpg,3288,Small,{D06FF6A4-5FDC-4975-8FA3-75E9504AFC0A},AlbumArt,,,,,
AlbumArt_{D8550EEE-C861-483C-914B-E6C91DA01B84}_Large.jpg,./Music/MUSIC/AlbumArt_{D8550EEE-C861-483C-914B-E6C91DA01B84}_Large.jpg,.jpg,46470,Large,{D8550EEE-C861-483C-914B-E6C91DA01B84},AlbumArt,,,,,
AlbumArt_{D8550EEE-C861-483C-914B-E6C91DA01B84}_Small.jpg,./Music/MUSIC/AlbumArt_{D8550EEE-C861-483C-914B-E6C91DA01B84}_Small.jpg,.jpg,10597,Small,{D8550EEE-C861-483C-914B-E6C91DA01B84},AlbumArt,,,,,
AlbumArt_{DE171C7B-2BD7-45CB-81E1-C06F6F82B0AE}_Large.jpg,./Music/MUSIC/AlbumArt_{DE171C7B-2BD7-45CB-81E1-C06F6F82B0AE}_Large.jpg,.jpg,9348,Large,{DE171C7B-2BD7-45CB-81E1-C06F6F82B0AE},AlbumArt,,,,,
AlbumArt_{DE171C7B-2BD7-45CB-81E1-C06F6F82B0AE}_Small.jpg,./Music/MUSIC/AlbumArt_{DE171C7B-2BD7-45CB-81E1-C06F6F82B0AE}_Small.jpg,.jpg,2619,Small,{DE171C7B-2BD7-45CB-81E1-C06F6F82B0AE},AlbumArt,,,,,
